name	type	units	low_cutoff	high_cutoff	reference	group	sampling_frequency	notch	status	status_description
RA1	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
RA2	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
RA3	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
RA4	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
RA5	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
RA6	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
RA7	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
RA8	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
RA9	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
RA10	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
RA11	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
RA12	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
RA13	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
RA14	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	bad	n/a
RC1	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
RC2	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
RC3	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
RC4	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
RC5	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
RC6	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
RC7	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
RC8	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
RC9	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
RC10	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
RC11	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
RC12	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
RC13	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
RC14	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
RN1	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
RN2	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
RN3	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	bad	n/a
RN4	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
RN5	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
RN6	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
RN7	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
RN8	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
RN9	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
RN10	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
RN11	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
RN12	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
RN13	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	bad	n/a
RN14	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	bad	n/a
RS1	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
RS2	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
RS3	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
RS4	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
RS5	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	bad	n/a
RS6	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
RS7	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
RS8	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
RS9	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
RS10	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
RS11	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
RS12	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
RX1	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
RX2	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
RX3	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
RX4	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
RX5	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
RX6	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
RX7	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
RX8	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
RX9	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
RX10	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
RX11	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
RX12	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
RX13	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
RX14	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
RX15	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
RX16	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	bad	n/a
RY1	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
RY2	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
RY3	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
RY4	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
RY5	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
RY6	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
RY7	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
RY8	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
RY9	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
RY10	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
RY11	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
RY12	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
RY13	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
RY14	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
RY15	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a
