name	type	units	low_cutoff	high_cutoff	reference	group	sampling_frequency	notch	status	status_description	headbox
LF1	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	1
LF2	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	1
LF3	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	1
LF4	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	1
LF5	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	1
LF6	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	1
LF7	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	1
LF8	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	1
LF9	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	1
LF10	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	1
LF11	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	1
LF12	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	1
LF13	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	1
LF14	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	1
LF15	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	1
LF16	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	1
LF17	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	bad	n/a	1
LF18	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	bad	n/a	1
LO1	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	1
LO2	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	1
LO3	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	1
LO4	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	1
LO5	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	1
LO6	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	1
LO7	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	1
LO8	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	1
LO9	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	1
LO10	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	1
LO11	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	1
LO12	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	1
LO13	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	1
LO14	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	1
LO15	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	1
LO16	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	bad	n/a	1
LO17	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	bad	n/a	1
LO18	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	bad	n/a	1
LE1	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	1
LE2	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	1
LE3	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	1
LE4	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	1
LE5	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	1
LE6	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	1
LE7	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	1
LE8	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	1
LE9	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	bad	n/a	1
LE10	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	bad	n/a	1
LM1	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	1
LM2	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	1
LM3	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	1
LM4	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	1
LM5	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	1
LM6	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	1
LM7	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	1
LM8	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	1
LM9	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	1
LM10	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	1
LM11	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	1
LM12	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	1
LM13	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	1
LM14	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	bad	n/a	1
LM15	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	bad	n/a	1
LM16	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	bad	n/a	1
LM17	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	bad	n/a	1
LM18	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	bad	n/a	1
LN1	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	2
LN2	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	2
LN3	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	2
LN4	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	2
LN5	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	2
LN6	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	2
LN7	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	2
LN8	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	bad	n/a	2
LN9	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	2
LN10	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	2
LN11	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	bad	n/a	2
LN12	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	bad	n/a	2
LX1	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	2
LX2	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	2
LX3	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	2
LX4	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	2
LX5	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	2
LX6	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	2
LX7	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	2
LX8	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	2
LX9	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	2
LX10	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	2
LX11	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	2
LX12	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	2
LX13	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	2
LX14	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	2
LX15	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	2
LX16	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	bad	n/a	2
LX17	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	bad	n/a	2
LX18	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	bad	n/a	2
LY1	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	2
LY2	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	2
LY3	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	2
LY4	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	2
LY5	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	2
LY6	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	2
LY7	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	2
LY8	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	2
LY9	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	2
LY10	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	2
LY11	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	2
LY12	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	2
LY13	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	2
LY14	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	2
LY15	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	bad	n/a	2
LY16	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	bad	n/a	2
LY17	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	bad	n/a	2
LY18	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	bad	n/a	2
LZ1	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	2
LZ2	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	2
LZ3	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	2
LZ4	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	2
LZ5	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	2
LZ6	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	2
LZ7	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	bad	n/a	2
LZ8	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	2
LZ9	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	2
LZ10	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	2
LZ11	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	2
LZ12	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	2
LZ13	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	2
LZ14	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	2
LZ15	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	2
LZ16	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	bad	n/a	2
LZ17	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	bad	n/a	3
LZ18	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	bad	n/a	3
LB1	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	3
LB2	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	3
LB3	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	3
LB4	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	3
LB5	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	3
LB6	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	3
LB7	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	3
LB8	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	3
LB9	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	3
LB10	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	3
LB11	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	3
LB12	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	3
LB13	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	3
LB14	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	3
LB15	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	3
LB16	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	bad	n/a	3
LB17	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	bad	n/a	3
LB18	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	bad	n/a	3
LC1	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	3
LC2	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	3
LC3	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	3
LC4	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	3
LC5	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	3
LC6	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	3
LC7	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	3
LC8	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	3
LC9	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	3
LC10	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	3
LC11	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	3
LC12	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	3
LC13	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	3
LC14	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	3
LC15	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	bad	n/a	3
LK1	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	3
LK2	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	3
LK3	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	3
LK4	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	3
LK5	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	3
LK6	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	3
LK7	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	3
LK8	SEEG	µV	878	0.01	intracranial	n/a	2048	n/a	good	n/a	3
